broadband_number,data_usage_mb,login_attempts,bill_amount,payment_delay_days,network_latency_ms,packet_loss_percent,download_speed_mbps
382614895,2669.66,103,304.73,4.0,52.73,1.4,101.64
382685157,4728.96,129,265.92,6.0,45.47,1.08,113.4
382799446,3009.02,74,293.99,8.0,45.88,0.87,94.98
382822900,3468.39,88,369.03,9.0,46.92,1.01,102.27
382839678,3673.43,97,368.85,7.0,51.18,0.96,115.83
382850742,3341.84,129,249.3,5.0,57.46,0.54,103.46
382895739,1904.22,92,404.56,6.0,48.81,0.82,92.81
382899766,3581.0,116,326.47,7.0,42.65,1.06,100.21
382997231,3245.04,137,302.28,4.0,56.18,0.85,98.68
383006637,3019.7,147,238.21,6.0,52.34,0.85,93.4
383006972,2836.05,154,298.74,6.0,56.72,1.03,89.55
383013851,3436.3,137,305.4,6.0,51.38,0.77,91.25
383085366,3435.52,118,320.42,7.0,50.66,1.07,103.5
383103337,2531.27,85,265.77,7.0,50.57,0.74,103.91
383106639,3047.1,114,230.59,7.0,47.34,1.23,112.94
383167777,4262.17,97,367.96,7.0,50.41,1.33,93.3
383201705,2451.24,127,336.99,7.0,53.46,0.99,94.95
383269880,2111.48,86,331.74,8.0,51.52,0.53,100.31
383270899,3532.94,128,221.15,11.0,47.16,1.04,107.36
383301851,3203.02,183,310.13,7.0,49.76,0.67,71.85
383365683,3015.63,135,231.47,6.0,48.67,0.87,99.32
383387594,2162.23,146,264.06,9.0,49.19,1.31,91.76
383442970,2809.71,102,389.53,9.0,47.31,1.07,96.91
383483751,2382.56,171,333.07,8.0,56.63,0.89,85.1
383562033,3648.68,127,194.16,8.0,48.84,0.73,99.66
383576195,3089.59,133,325.25,11.0,52.81,0.91,101.38
383586653,3656.23,84,369.39,6.0,48.4,1.27,112.64
383590404,3974.64,106,302.15,7.0,53.27,0.65,89.1
383667226,3163.74,124,288.85,9.0,50.71,1.26,95.58
383682343,2389.46,133,328.55,7.0,49.08,1.13,96.37
383752942,2323.39,103,381.82,10.0,60.96,0.82,106.32
383755535,3165.97,92,233.96,5.0,51.62,0.99,111.73
383775133,2461.7,64,287.45,6.0,46.48,0.85,105.64
383778812,4124.92,76,196.08,7.0,42.38,0.85,101.77
383782756,3576.32,167,391.28,6.0,52.46,1.05,111.74
383785579,2708.15,97,272.45,6.0,48.09,0.97,105.28
383794323,2749.02,102,273.52,6.0,43.87,0.71,110.77
383834524,2905.24,131,271.65,10.0,43.29,0.97,97.22
383852320,3096.51,131,291.6,6.0,45.99,1.44,92.96
383889909,2268.11,126,329.63,8.0,55.37,1.47,98.96
383898518,2228.75,100,231.27,9.0,50.11,0.62,86.93
383937891,2836.58,148,364.62,8.0,50.36,1.01,110.6
383988060,2858.19,108,280.23,4.0,55.37,0.95,95.46
384030458,4040.27,128,207.97,7.0,50.63,0.64,88.68
384108743,2983.88,127,127.17,8.0,51.18,0.76,92.65
384208690,3204.08,122,279.7,11.0,48.89,0.87,92.48
384214601,3048.27,114,251.18,9.0,48.0,0.71,106.57
384232241,3811.73,106,406.73,9.0,55.8,0.6,93.14
384260418,2728.52,105,373.14,8.0,53.47,0.84,101.87
384432502,2927.6,116,390.47,6.0,47.59,1.0,117.29
384469249,3551.81,144,252.0,9.0,55.25,0.97,100.69
384517499,2340.49,152,236.5,7.0,52.61,1.07,99.66
384529057,2281.17,147,286.74,8.0,52.4,1.1,99.41
384554516,2824.07,125,275.58,4.0,54.53,0.91,111.73
384615973,3697.47,130,196.14,5.0,54.96,1.22,110.56
384624642,3950.38,141,388.63,7.0,53.76,0.7,115.78
384759669,2690.22,100,313.93,6.0,52.64,0.85,101.92
384817343,3329.01,111,264.53,11.0,48.48,0.91,111.18
384820674,1862.97,113,320.41,7.0,50.88,1.33,90.14
384904973,3344.32,125,331.72,7.0,52.98,0.93,96.82
384942516,3986.95,158,339.13,8.0,51.36,1.07,89.46
384966038,2428.68,111,378.43,6.0,49.31,0.98,102.98
385025194,2580.61,97,380.05,7.0,41.34,0.6,100.88
385035732,2383.57,128,405.16,8.0,48.23,1.24,96.01
385177111,3051.05,88,303.3,6.0,50.22,0.91,101.96
385211994,3093.71,126,371.23,8.0,43.78,1.04,83.07
385221391,2963.0,136,197.53,6.0,49.74,0.92,97.55
385221683,3401.51,107,313.67,7.0,50.69,1.05,98.79
385323131,3849.34,99,254.94,10.0,55.14,1.1,102.46
385405403,2863.12,118,307.6,8.0,47.86,1.25,109.2
385528438,3583.14,77,351.4,7.0,49.96,1.14,103.95
385595256,2901.38,136,387.36,6.0,59.46,1.13,80.34
385601522,2857.12,77,314.76,8.0,47.9,0.63,102.59
385702995,3173.04,85,278.61,6.0,47.49,0.78,101.87
385758401,2336.23,119,329.44,7.0,51.35,0.83,106.23
385863314,2554.95,116,264.45,8.0,51.84,0.89,90.53
385867080,3234.94,156,336.9,5.0,56.19,0.71,104.2
385948750,2981.56,145,296.22,8.0,50.98,0.87,107.5
386064382,3568.59,119,209.37,6.0,50.52,0.81,98.09
386129341,3724.8,100,308.09,8.0,56.06,1.0,97.7
386156008,3545.92,87,378.47,8.0,51.68,1.32,93.83
386253528,2306.69,95,317.73,6.0,45.4,0.8,80.62
386275296,2380.42,95,167.82,8.0,48.95,1.03,99.53
386301949,3126.05,152,381.08,9.0,54.44,0.85,100.44
386313192,1929.1,128,402.39,8.0,54.02,0.86,86.54
386396801,2099.19,97,332.62,4.0,49.37,0.7,101.54
386475684,1585.18,86,393.21,7.0,53.35,1.47,109.39
386506243,3477.76,137,328.08,7.0,52.74,1.06,94.2
386520509,4042.66,118,146.27,8.0,49.42,1.18,90.75
386532949,2369.0,133,293.24,6.0,59.16,0.64,92.8
386572544,2925.83,145,269.76,8.0,49.35,1.28,105.94
386588683,3791.52,91,360.24,10.0,44.54,1.27,97.85
386653582,3173.85,104,201.68,6.0,46.04,1.1,93.03
386785275,2081.55,89,269.34,6.0,49.71,1.1,105.75
386800441,2038.82,112,387.61,8.0,52.77,1.02,92.59
386829459,2676.22,113,319.1,8.0,49.98,0.96,108.33
386853460,3272.88,148,359.68,7.0,50.96,1.26,106.65
386928244,2545.93,139,398.39,10.0,47.93,0.99,100.06
386943716,3574.4,100,226.43,7.0,50.35,1.12,110.2
386965779,3386.71,85,370.92,6.0,49.22,0.67,90.47
387034928,2287.09,124,374.39,9.0,56.98,0.86,99.0
387037278,2571.99,157,322.98,8.0,55.87,0.47,93.1
387041439,3882.45,156,225.54,5.0,47.05,1.01,92.46
387066240,1889.2,159,298.25,8.0,53.59,1.47,95.75
387211141,2955.91,128,345.97,8.0,54.75,1.22,88.37
387271543,2357.94,169,241.29,10.0,59.03,1.04,82.05
387279854,2764.11,139,384.65,7.0,51.43,0.93,100.93
387325287,3573.71,91,262.12,5.0,48.48,0.67,101.72
387370515,3169.32,135,420.69,8.0,44.87,0.57,85.96
387486462,2965.09,134,344.61,10.0,46.76,1.24,88.31
387679700,3320.81,130,277.09,8.0,52.49,0.95,87.57
387702058,3138.97,130,273.88,7.0,41.6,1.14,92.08
387738586,3360.12,154,221.3,8.0,49.06,0.89,101.9
387755173,3906.53,118,339.12,9.0,53.03,1.26,107.17
387822251,2679.75,129,317.64,9.0,50.26,1.36,104.65
387839251,3036.52,110,398.74,6.0,50.65,1.19,83.3
387904784,3869.45,126,343.66,10.0,51.04,0.99,111.2
387904878,3005.83,144,243.88,7.0,44.14,0.92,107.22
387939539,2845.05,149,232.45,8.0,55.27,0.79,89.3
387985181,2441.55,125,393.69,8.0,55.76,1.27,87.16
388035181,3964.3,140,217.01,4.0,51.82,0.92,93.61
388066559,2484.41,169,214.97,8.0,50.76,1.3,106.3
388216295,3950.4,155,308.18,6.0,52.09,1.31,97.92
388257132,4224.69,89,398.19,7.0,50.12,0.99,109.12
388258730,3743.13,138,312.58,9.0,47.25,0.83,104.87
388270700,2291.31,128,247.78,6.0,49.78,0.88,103.02
388306368,2030.85,89,392.92,6.0,52.52,0.98,92.81
388308494,2776.39,111,361.92,4.0,48.26,0.92,114.86
388345280,2344.43,90,280.55,8.0,54.32,0.84,111.26
388383238,4058.78,123,281.82,6.0,38.54,1.14,105.43
388408633,2362.08,66,379.46,5.0,56.02,0.75,102.7
388463819,2736.58,82,201.7,7.0,47.68,0.75,94.71
388493595,2481.55,121,280.6,8.0,45.56,0.73,105.25
388612565,2325.02,102,420.03,8.0,51.64,1.07,91.83
388646352,3535.6,74,337.8,7.0,48.57,1.1,110.7
388661014,3706.76,74,257.38,4.0,46.65,0.65,99.81
388706426,3434.79,122,171.28,9.0,40.63,1.11,102.21
388776953,2754.86,137,258.27,4.0,50.14,1.12,103.25
388786781,3693.4,87,278.97,6.0,46.78,0.45,97.52
388838471,3315.94,58,360.9,9.0,51.97,1.19,95.42
388839488,3182.15,118,283.71,6.0,54.59,1.16,102.39
388865958,3330.2,93,368.81,6.0,46.34,1.2,107.11
388885090,2548.23,135,385.01,6.0,55.6,0.62,99.36
388890468,3999.48,180,366.66,8.0,48.95,0.79,93.41
388971242,2761.72,133,332.34,7.0,50.13,1.07,100.14
388986509,1588.5,153,191.88,11.0,49.18,0.81,92.78
389039012,3534.07,119,305.94,6.0,44.48,0.67,100.49
389047020,2778.14,102,475.0,5.0,51.12,0.8,87.92
389077799,3232.93,125,274.89,6.0,48.84,1.33,99.9
389147789,2705.26,153,242.25,4.0,46.32,1.42,85.58
389240622,2366.11,91,203.46,8.0,55.23,0.92,102.33
389253402,3126.08,161,420.1,7.0,54.42,1.41,97.09
389264538,1989.52,100,392.58,9.0,47.71,0.98,94.14
389282418,2382.69,149,257.72,9.0,42.63,0.87,95.28
389425434,3767.93,93,318.01,3.0,49.68,1.04,94.28
389450591,2952.46,90,344.57,11.0,54.42,1.31,101.32
389475095,3532.02,96,311.56,10.0,57.7,0.76,93.66
389500873,3177.46,144,424.79,4.0,51.57,0.66,103.34
389528728,3276.09,100,359.45,8.0,45.56,1.2,98.8
389541616,3964.62,131,338.29,7.0,50.97,0.97,95.34
389611737,3249.07,120,196.82,7.0,47.45,1.14,95.16
389651348,2079.76,99,388.85,11.0,53.22,0.54,93.64
389690910,3368.9,91,328.91,6.0,56.75,0.74,100.96
389912339,2257.77,126,243.03,7.0,47.09,1.05,103.2
389942667,4217.76,118,340.94,9.0,48.96,1.27,104.46
389973457,2478.13,91,398.67,6.0,47.45,0.76,105.56
410038318,2854.85,154,202.87,7.0,48.54,1.31,100.55
410047329,3616.7,135,273.14,9.0,49.87,0.75,99.63
410090836,3315.78,119,375.43,7.0,45.81,0.58,102.59
410258765,3662.59,85,339.51,8.0,52.74,1.24,101.76
410286383,2542.02,143,259.26,5.0,50.67,1.1,87.81
410323265,3946.29,127,178.0,5.0,58.67,1.43,92.08
410356546,3399.14,88,301.94,8.0,41.54,1.04,85.81
410381939,1551.54,99,279.79,4.0,47.04,0.81,91.58
410409164,2735.65,102,197.1,6.0,47.51,0.35,109.22
410453322,3773.96,120,308.48,9.0,60.54,1.06,101.82
410571359,1154.08,128,336.81,8.0,44.14,0.82,103.6
410632856,2408.23,123,276.18,6.0,53.47,0.91,91.65
410686361,3299.09,123,263.02,6.0,56.75,1.06,98.31
410736177,3555.16,132,376.43,8.0,50.34,0.91,98.29
410758473,2242.91,88,259.07,6.0,49.4,0.78,99.69
410821196,3013.65,126,357.69,5.0,47.64,0.7,102.26
410858225,3007.5,129,292.03,8.0,45.28,1.28,102.57
411066996,2576.05,153,343.82,5.0,51.45,1.09,99.31
411093526,3106.2,137,234.3,8.0,57.16,1.42,97.56
411199886,3561.0,63,271.19,8.0,57.08,1.36,102.18
411200956,3538.8,101,410.89,6.0,44.9,1.5,98.36
411217104,2522.7,138,212.48,9.0,49.18,1.07,98.86
411245571,3582.46,87,270.56,8.0,41.97,1.22,98.48
411335317,2107.63,92,258.7,11.0,54.24,1.29,91.2
411418656,2018.45,127,405.19,8.0,47.37,1.01,93.24
411501636,3104.83,108,302.57,7.0,50.28,1.58,90.55
411504373,2926.9,111,287.43,8.0,47.43,1.31,103.76
411550400,2680.02,95,275.22,8.0,45.19,0.7,97.33
411560778,3359.3,135,284.71,6.0,52.02,1.42,94.09
411589233,2813.62,123,310.92,3.0,51.79,0.58,98.33
411613578,3184.51,76,199.21,9.0,54.46,1.05,105.52
411614321,3200.27,92,265.46,10.0,48.48,1.31,99.45
411712101,3051.13,80,369.55,7.0,45.29,1.17,101.05
411715641,3735.46,148,372.55,7.0,47.96,1.34,98.73
411735099,3335.08,131,220.26,6.0,53.87,0.93,101.21
411818023,2801.61,72,296.72,7.0,46.73,1.53,93.7
411846567,3268.21,97,270.84,9.0,47.27,0.97,92.56
411911509,3697.54,111,310.42,6.0,54.69,0.9,102.82
411995271,3309.3,125,255.66,6.0,44.75,0.78,108.32
412011322,3630.41,100,366.58,7.0,53.38,1.25,103.55
412046866,2767.38,169,307.13,7.0,37.41,0.76,105.04
412105527,2515.77,126,253.44,7.0,46.15,0.78,83.67
412117050,3821.7,112,203.08,5.0,50.27,1.06,90.02
412122966,2497.22,99,257.64,9.0,56.04,1.05,83.52
412141685,2807.39,119,214.75,8.0,56.59,1.1,89.73
412228611,2985.19,124,372.15,7.0,45.74,0.74,112.39
412265699,3737.75,82,326.44,4.0,45.36,1.07,107.7
412361245,3379.97,82,304.33,10.0,48.06,0.71,98.47
412496069,3424.37,110,377.75,10.0,46.07,0.92,98.12
412543450,2161.21,107,263.66,6.0,51.61,1.35,106.26
412579999,3317.73,152,274.2,7.0,46.05,1.17,103.73
412604956,3170.61,148,302.68,9.0,49.9,0.82,109.04
412626830,2878.69,141,283.7,7.0,47.58,0.7,117.38
412641726,2270.31,111,264.38,4.0,48.81,1.15,90.56
412656557,3678.26,157,351.07,5.0,53.85,1.13,104.82
412753449,2032.64,143,332.62,10.0,44.52,0.72,104.22
412827404,3411.04,106,189.44,8.0,46.52,1.22,103.98
412858372,2800.63,106,350.71,7.0,50.33,1.07,94.54
412881489,3604.48,96,277.76,5.0,44.93,0.74,104.64
412915706,2910.92,128,336.63,6.0,57.02,1.14,101.08
413042308,3098.8,173,276.7,11.0,46.19,1.48,106.03
413139693,2247.78,128,314.52,5.0,56.82,0.7,104.21
413236091,2274.19,202,299.06,6.0,46.7,1.18,90.34
413260682,2304.43,113,280.35,9.0,48.8,0.96,104.91
413377721,3044.22,112,218.18,6.0,50.16,1.1,94.22
413418725,2610.15,113,241.58,4.0,51.39,1.15,96.43
413425136,2823.47,122,300.0,8.0,47.8,1.37,114.98
413469377,2609.35,124,254.28,8.0,44.56,1.02,106.86
413508000,2622.26,86,292.48,5.0,52.74,1.14,103.61
413642372,2944.91,117,313.1,9.0,52.52,0.48,97.88
413764670,2130.5,104,387.21,6.0,52.76,0.53,86.4
413807811,3879.77,115,329.47,7.0,51.29,0.96,99.13
413874770,3127.6,172,339.56,7.0,46.31,1.02,107.29
413909509,2927.36,99,237.31,9.0,60.52,1.13,104.72
414057171,3131.88,130,224.64,6.0,52.46,1.2,87.92
414283174,2202.61,106,293.39,6.0,53.13,0.48,99.43
414386481,3048.76,154,199.66,10.0,51.45,0.82,93.44
414429428,1828.29,92,424.45,6.0,56.68,1.18,107.11
414434765,2287.85,119,264.08,10.0,49.28,0.64,107.22
414564112,2381.96,119,297.1,5.0,48.0,0.96,95.92
414565373,2875.4,152,368.44,5.0,48.73,0.73,103.75
414583623,3242.7,125,286.72,8.0,43.77,1.51,94.29
414605812,2569.41,126,301.53,4.0,43.08,0.79,87.81
414611072,3208.38,80,332.22,9.0,56.01,1.43,92.07
414632562,2699.73,94,257.16,6.0,56.85,0.72,101.41
414638839,2153.65,59,234.3,8.0,48.9,1.08,98.06
414701147,4472.79,114,295.72,5.0,51.59,1.24,93.58
414705534,3381.77,112,284.64,3.0,41.96,0.55,93.88
414737103,2587.13,84,325.44,6.0,51.23,1.19,106.69
414809336,3192.31,104,225.21,6.0,52.94,1.02,97.32
414847776,1681.91,105,241.47,6.0,53.39,1.27,90.88
414972395,2767.54,104,384.31,7.0,61.6,1.0,86.69
414980448,3215.98,157,350.87,7.0,55.83,0.9,108.44
414982036,2707.58,158,249.53,6.0,50.87,1.09,114.36
414987372,1961.28,146,266.9,6.0,50.69,0.93,105.74
415102357,3488.99,128,255.52,8.0,41.7,1.01,109.15
415162648,2873.09,122,32.24,9.0,46.74,0.8,102.09
415208247,1846.02,70,306.44,9.0,41.98,1.2,90.58
415210202,3392.04,152,335.88,7.0,53.4,0.9,100.96
415255182,3296.59,117,167.19,6.0,49.58,1.05,108.11
415375988,2784.4,86,196.17,7.0,53.02,0.98,98.99
415394646,3630.28,131,250.46,9.0,48.18,0.99,98.0
415487216,3499.78,87,346.35,5.0,53.38,0.99,102.68
415613053,2397.42,104,317.59,5.0,41.27,0.78,105.98
415652186,3120.13,103,416.56,8.0,52.51,1.0,101.34
415740530,3011.26,78,283.29,6.0,54.88,1.08,86.55
415798320,2968.77,74,390.37,8.0,58.04,1.24,96.72
415818299,3017.04,127,259.21,8.0,42.62,0.95,108.53
415906215,2253.7,119,292.86,5.0,54.43,0.7,107.33
415907415,2724.51,119,295.46,6.0,43.34,1.06,111.4
415939707,3652.1,152,316.2,8.0,55.41,0.96,105.18
416009907,3733.46,81,363.28,11.0,47.07,0.85,95.09
416105494,2819.29,126,347.33,4.0,46.87,0.86,111.17
416192125,2916.02,128,253.63,5.0,47.15,0.81,84.16
416246572,2119.41,133,284.79,7.0,45.43,0.7,107.33
416335018,3646.03,102,302.17,10.0,48.73,1.11,101.47
416342807,3490.0,73,370.59,4.0,45.24,0.74,103.92
416403930,2846.88,142,324.52,6.0,47.37,0.63,107.4
416446516,2360.39,101,417.77,6.0,49.14,1.22,93.7
416453760,1979.44,46,339.54,6.0,46.28,1.18,103.44
416646364,2943.89,67,249.89,7.0,51.16,1.15,93.86
416655235,2079.35,122,388.37,4.0,56.3,0.7,112.16
416733270,3027.19,98,311.06,8.0,50.1,1.58,87.07
416737878,2310.84,163,326.73,5.0,51.62,0.8,108.65
416744544,2159.86,94,348.05,6.0,49.9,1.08,102.22
416831125,3500.21,76,383.8,6.0,54.39,1.34,74.62
417064627,2965.46,86,333.78,8.0,45.82,1.38,95.01
417133980,1863.13,127,282.21,7.0,46.3,1.38,98.83
417144257,2884.52,141,343.58,5.0,53.67,1.27,89.98
417170591,2553.16,93,401.85,8.0,49.09,1.1,103.78
417198837,2470.23,163,275.75,8.0,47.5,1.12,99.33
417291377,3521.76,122,329.38,2.0,39.32,1.25,97.35
417291931,2706.14,104,233.23,4.0,49.32,1.23,99.62
417313582,2631.4,143,266.77,9.0,48.35,1.04,93.86
417407418,3247.76,130,324.18,8.0,45.75,0.63,110.96
417421954,3707.73,101,318.11,8.0,52.28,0.92,104.95
417481271,3386.72,136,280.54,8.0,48.6,0.7,105.85
417533871,2862.21,151,66.42,5.0,48.93,1.23,94.44
417544142,2877.14,92,297.06,8.0,48.42,1.01,80.09
417551476,4510.61,87,205.75,4.0,48.54,0.71,109.54
417599473,3303.66,106,281.87,6.0,52.03,0.96,89.96
417676402,2519.14,163,179.59,6.0,44.57,0.76,87.94
417820962,2945.86,82,340.05,9.0,57.4,0.95,89.15
417854911,2148.65,145,387.97,4.0,50.64,0.79,99.93
417856745,2432.81,98,284.73,7.0,48.18,0.81,84.98
417984723,3269.24,77,234.72,8.0,48.32,0.97,96.77
418081962,1728.59,100,398.69,6.0,40.46,0.78,94.47
418102645,3862.22,154,402.64,6.0,46.18,0.78,95.72
418223895,2431.49,132,311.51,10.0,55.22,1.25,99.63
418241147,2832.2,141,314.7,7.0,50.85,1.0,94.94
418295523,3586.9,102,310.85,3.0,48.46,0.78,110.75
418370435,3539.07,142,218.57,8.0,45.42,1.12,85.29
418460228,2656.42,141,374.83,7.0,50.2,1.16,100.33
418587893,2968.81,114,462.57,10.0,47.23,0.86,96.29
418628415,2313.58,99,224.48,4.0,46.79,1.24,90.96
418696027,3165.67,153,309.86,9.0,51.37,1.06,103.47
418771196,2312.71,129,287.3,6.0,52.12,0.84,104.82
418817956,3636.51,112,213.5,9.0,52.08,1.32,101.38
418864042,3567.42,121,250.25,4.0,51.47,0.91,96.25
418879214,3973.33,120,304.29,6.0,45.78,1.06,99.38
418889474,3484.34,159,339.66,4.0,42.43,0.91,93.86
418979788,1973.17,100,376.84,5.0,47.65,0.23,115.4
418999680,3067.24,115,279.55,6.0,54.14,1.12,95.57
418999825,3429.46,116,265.4,6.0,48.42,1.41,97.32
419114725,2341.67,66,386.78,8.0,54.02,1.42,100.7
419129634,2980.47,135,209.25,4.0,47.23,1.37,101.03
419169084,2766.22,186,256.54,8.0,47.78,0.7,86.86
419314393,3348.43,116,327.65,9.0,50.81,1.1,100.5
419341233,2800.26,92,437.5,4.0,51.82,1.31,103.71
419408097,3636.96,74,306.66,4.0,45.51,0.89,99.64
419452322,1962.11,62,268.31,9.0,52.16,1.01,106.36
419503747,2544.17,178,265.38,8.0,46.9,1.08,100.41
419585364,3520.55,108,302.98,8.0,42.77,0.83,108.65
419625665,3172.71,155,240.64,4.0,51.31,1.1,104.4
419651230,3361.96,118,208.64,5.0,44.68,0.92,97.45
419710052,2713.84,151,383.35,8.0,45.72,0.42,102.7
419750620,1990.13,101,283.99,7.0,46.76,0.65,91.04
419776332,3013.91,118,321.53,7.0,61.6,1.28,97.72
419788441,2671.26,128,261.21,8.0,42.99,1.02,101.06
419921866,3657.25,101,300.81,7.0,42.01,1.06,87.58
419942294,3026.42,100,413.6,7.0,49.31,1.29,100.93
419951282,2547.84,132,273.68,8.0,51.2,0.92,87.66
450006479,3490.04,121,344.5,6.0,51.45,0.87,115.61
450017097,3107.28,78,325.28,5.0,50.93,1.36,96.32
450073893,3900.76,142,295.92,9.0,49.05,1.18,106.26
450134244,3442.64,102,229.11,4.0,56.11,1.06,110.28
450184910,3623.5,111,361.45,8.0,53.41,1.39,87.91
450186558,2037.72,105,329.64,8.0,54.78,1.3,103.23
450264966,3994.55,106,246.91,4.0,48.44,1.36,92.37
450367983,2549.82,92,261.45,5.0,50.46,1.19,97.54
450378191,2549.63,130,373.61,8.0,49.04,0.55,91.72
450458431,1842.28,194,319.23,8.0,50.25,0.83,68.93
450548812,3762.94,122,369.53,7.0,46.45,0.83,105.51
450622986,3479.61,114,368.14,7.0,47.96,1.19,95.08
450687120,2973.43,92,151.72,8.0,43.88,0.9,99.12
450707040,2760.1,142,378.33,10.0,57.04,0.93,92.94
450807314,3287.62,118,395.02,7.0,47.96,1.65,92.37
450909504,3142.07,93,345.37,4.0,53.77,1.17,106.99
450917437,2841.26,137,301.91,7.0,55.17,0.94,104.42
450945043,2723.2,142,276.04,11.0,50.44,0.94,105.16
450954379,2968.05,130,264.3,9.0,56.23,1.38,84.78
451003029,3305.45,59,238.97,6.0,47.18,0.83,110.02
451010174,3114.69,97,273.21,6.0,44.31,1.63,83.82
451017821,2582.71,126,361.12,6.0,48.28,1.01,93.52
451143856,4050.3,110,215.34,6.0,49.89,1.05,104.01
451180806,3473.45,105,173.04,7.0,55.65,1.22,99.7
451202215,4073.83,97,307.37,3.0,52.81,0.9,90.3
451258402,3564.81,103,346.84,6.0,51.75,0.47,91.89
451375451,3379.6,56,308.15,7.0,54.08,0.9,120.15
451453210,3991.84,75,346.9,8.0,40.26,0.57,104.02
451475032,2042.84,54,272.4,6.0,48.74,1.2,109.75
451489098,2845.72,131,262.63,9.0,41.98,1.18,99.42
451651973,2621.91,105,262.63,6.0,53.08,1.02,106.81
451676239,1476.54,141,324.85,8.0,45.49,0.39,105.4
451894669,2328.4,113,420.41,8.0,52.48,0.59,103.38
451959172,2699.41,147,332.34,8.0,46.7,1.02,117.79
451972137,3010.84,161,273.76,8.0,46.58,0.86,98.88
451989015,2939.52,122,335.52,9.0,49.01,1.15,95.0
452005505,3019.85,89,232.73,3.0,55.52,0.63,97.02
452173809,3463.99,109,272.04,6.0,51.48,0.62,104.74
452221597,2637.3,88,417.52,5.0,47.93,1.02,97.8
452267727,3440.76,98,316.09,8.0,51.19,1.27,96.39
452286183,3609.41,129,190.73,8.0,52.82,1.34,96.21
452301359,3181.81,155,375.23,8.0,49.22,0.42,89.56
452376226,3514.03,119,307.6,6.0,47.46,1.13,104.5
452377319,2780.57,76,194.53,7.0,51.26,1.08,106.99
452416590,2204.18,147,340.55,7.0,46.95,0.77,104.36
452599415,3032.86,97,394.2,8.0,47.49,0.98,96.99
452626877,2434.47,119,359.15,8.0,45.62,1.36,95.38
452682982,3087.9,135,201.44,6.0,51.68,0.97,94.96
452725295,1770.59,86,312.48,8.0,52.14,1.25,88.63
452734318,1767.31,61,295.62,7.0,50.24,1.37,96.65
452781440,2339.17,92,378.74,9.0,49.51,0.94,113.0
452849689,2088.66,120,347.21,5.0,57.01,0.88,97.75
452865223,3916.23,130,308.69,6.0,51.68,0.94,93.62
452883804,4168.99,145,370.52,5.0,42.86,0.82,81.24
452885658,2511.76,177,336.03,8.0,44.79,0.85,103.71
452913633,2800.78,126,205.88,7.0,46.52,1.18,115.22
452918399,3911.1,130,282.49,7.0,54.05,1.32,106.83
452933449,3695.89,113,362.27,9.0,52.79,1.32,87.06
452940686,3616.7,141,224.39,7.0,48.75,1.03,94.29
452965610,3169.32,94,274.78,10.0,49.23,1.16,103.46
452973691,3045.37,208,262.04,5.0,47.13,1.08,98.93
452988218,2621.59,131,293.97,5.0,52.73,0.89,100.87
453029944,3124.47,133,316.51,8.0,48.26,1.38,109.76
453057664,2900.05,113,330.85,6.0,46.82,0.85,97.71
453078364,3325.88,152,352.99,10.0,57.48,0.87,103.9
453111109,3834.58,140,227.97,9.0,49.13,1.13,100.76
453152432,3180.24,131,213.3,4.0,46.88,1.21,104.38
453169698,3798.4,116,213.86,8.0,53.13,0.42,91.38
453187520,2288.97,71,254.27,6.0,47.37,1.36,109.96
453223036,3686.27,108,311.99,8.0,53.17,0.82,105.9
453226450,2859.75,125,306.07,9.0,58.91,1.13,104.93
453230741,3915.62,129,428.07,8.0,52.49,1.46,91.81
453236082,3757.15,124,286.62,7.0,49.4,0.64,98.46
453263065,3671.36,92,242.37,7.0,48.75,0.73,100.05
453314080,3541.74,86,230.06,6.0,48.84,1.15,103.34
453343036,2613.87,132,205.93,5.0,55.2,1.27,101.35
453400055,2382.25,90,164.16,8.0,46.94,1.2,95.07
453505865,2626.74,107,347.38,7.0,50.27,1.39,99.27
453721647,909.31,119,349.99,8.0,44.87,0.84,105.78
453741667,3660.45,76,316.61,8.0,51.8,1.22,99.4
453760633,2386.15,124,288.43,8.0,57.14,1.01,100.77
453766902,2607.16,187,331.94,6.0,48.71,0.84,92.85
453793696,3295.38,123,218.15,8.0,52.59,0.67,95.87
453793834,2790.26,148,229.9,6.0,53.34,1.06,93.06
453794790,2918.29,150,319.82,6.0,55.36,1.04,85.71
453895441,1828.15,124,200.39,8.0,51.38,1.02,106.04
454025933,3091.24,154,416.35,3.0,43.06,1.16,100.9
454134973,2616.01,133,165.84,5.0,46.42,0.73,102.82
454170535,3582.07,116,257.74,6.0,53.11,0.75,91.24
454178886,3433.24,126,240.13,8.0,54.24,1.28,98.55
454230925,3291.18,86,295.4,8.0,55.86,0.65,89.6
454236543,3248.13,146,293.14,6.0,46.21,1.4,92.66
454237357,3589.42,138,321.49,9.0,42.54,1.23,89.3
454304308,3318.24,134,397.37,2.0,49.85,0.77,93.26
454429826,2483.99,122,313.08,7.0,50.32,1.17,95.64
454431189,2575.1,94,329.59,8.0,48.52,0.61,103.3
454445864,2533.17,98,296.45,6.0,49.28,1.05,102.08
454472761,2879.61,74,329.2,5.0,48.94,1.11,91.82
454473411,3608.03,120,289.34,9.0,50.89,0.77,104.8
454477048,2783.97,102,280.54,6.0,47.2,1.2,94.31
454481665,3631.59,79,236.92,6.0,49.79,0.96,107.92
