customer_id,month,data_usage_mb,login_attempts,bill_amount,payment_delay_days,network_latency_ms,packet_loss_percent,download_speed_mbps,churn_next_month
2296,5,417.89,15,48.44,14,72,1.2,105.17,0
2296,6,525.23,19,38.87,14,55.92,0.02,122.6,1
2297,1,537.04,33,46.81,8,58.91,1.99,102.22,0
2297,2,496.95,30,39.46,3,43.67,0.64,85.27,0
2297,3,544.87,27,55.82,6,38.95,0.61,103.02,0
2297,4,591.71,34,44.5,13,21.58,0.94,46.44,0
2297,5,533.21,34,47.7,11,56.52,1.25,91.19,0
2297,6,518.23,25,56.25,6,57.52,0.5,122.59,0
2298,1,381.89,20,53.07,5,43.15,0.05,122.11,0
2298,2,299.47,16,59.04,7,44.01,0.78,131.35,0
2298,3,430.45,19,43.8,11,28.98,0.49,131.63,0
2298,4,333.98,15,54.22,14,41.51,1.39,96.03,0
2298,5,481.61,16,50.43,14,52.62,1.27,114.23,0
2298,6,376.44,16,49.8,13,31.58,0.57,93.46,0
2299,1,466.05,29,28,4,55.57,1.76,97.22,0
2299,2,493.5,30,42.67,12,49.48,0.85,121.59,0
2299,3,461.48,24,28.31,8,38.16,1.74,95.94,0
2299,4,576.38,21,39.07,13,51.62,0.83,63.68,0
2299,5,460.64,24,34.56,4,47.76,1.11,98.43,0
2299,6,396.8,26,30.26,0,48.62,1.57,126.45,1
2300,1,530.67,20,59.56,2,54.82,1.67,70.36,0
2300,2,587.47,22,60.21,9,58.45,0.67,99.21,0
2300,3,478.03,20,48.44,2,50.34,0.13,60.17,0
2300,4,604.7,25,57.61,6,52.65,0.43,87.71,0
2300,5,572.27,25,49.17,12,56.71,0.42,102.08,0
2300,6,557.14,26,56.61,5,57.6,0.29,128.32,0
2301,1,538.42,18,58.73,4,49.19,0.97,117.66,0
2301,2,511.63,18,57.58,8,31,0.76,98.43,0
2301,3,514.14,11,65.25,10,50.8,0.08,124.88,0
2301,4,529.5,10,61.13,4,64.78,1.38,115.83,0
2301,5,580.03,18,53.33,14,30.81,1.03,106.38,0
2301,6,489.91,16,55.97,1,57.81,1.46,89.28,0
2302,1,548.68,17,43.49,2,58.42,0.41,93.74,0
2302,2,616.26,15,44.05,6,57.69,1.24,92.27,0
2302,3,594.83,19,50.75,6,41.39,1.35,125.66,0
2302,4,615.41,19,44.03,11,41.69,1.64,105.99,0
2302,5,629,24,35.69,11,59.19,1.1,97.08,0
2302,6,606.12,21,53.2,13,55.32,1.25,64.63,1
2303,1,426.71,18,36.46,5,43.66,0.45,118.71,0
2303,2,560.18,15,25.9,5,41.08,0.31,97.27,0
2303,3,422.87,19,38.3,1,53.89,0.02,104.24,0
2303,4,500.4,19,35.24,11,34.96,0.04,102.75,0
2303,5,354.81,20,22.71,12,58.67,0.04,133.08,0
2303,6,470.68,11,38.49,4,52.8,1.26,99.29,1
2304,1,339.8,15,42.85,8,50.04,0.91,97.37,0
2304,2,442.19,15,42.6,14,50.82,0.78,100.3,0
2304,3,439.57,15,45.01,4,61.29,1.16,114.86,0
2304,4,483.7,19,41.91,4,32.28,1.47,136.38,0
2304,5,371.83,14,38.5,2,51.67,0.8,112.49,0
2304,6,469.01,17,35.62,12,37.47,0.09,57.59,1
2305,1,533.56,23,73.54,4,62.95,0.4,101.14,0
2305,2,519.69,28,70.06,13,36.92,0.07,140.17,0
2305,3,526.32,25,66.05,3,47.17,0.29,79.68,0
2305,4,430.75,28,65.82,13,34.4,0.89,123.52,0
2305,5,537.88,28,64.03,0,68.37,0.42,94.95,0
2305,6,464.33,30,59.71,1,56.81,0.51,79.72,1
2306,1,549.76,16,68.26,11,60.27,0.9,103.73,0
2306,2,496.1,12,69.75,4,53.32,0.65,71.64,0
2306,3,544.64,13,62.6,3,53.56,0.71,109.62,0
2306,4,486.01,16,66.47,12,38.61,0.87,128.67,0
2306,5,503.87,19,58.11,7,45.65,0.4,105.06,0
2306,6,627.64,14,65.68,12,53.06,0.08,120.14,1
2307,1,410.46,18,37.73,13,63.42,1.87,94.35,0
2307,2,543.6,20,33.97,7,42.92,0.88,89.1,0
2307,3,374.93,20,33.01,3,44.65,1.41,115.24,0
2307,4,431.91,17,42.65,12,48.09,1.54,89.51,0
2307,5,467.39,15,36.64,1,35.99,0.84,118.47,0
2307,6,468.37,14,40.48,3,49.9,1.41,120.87,0
2308,1,601.94,23,57.46,5,49.95,0.5,74.79,0
2308,2,604.1,25,61.71,13,64.87,1.19,81.54,0
2308,3,575.15,21,64.07,9,37.76,1.6,104.17,0
2308,4,553.54,24,57.7,0,40.91,0.05,108.98,0
2308,5,575.79,24,63.46,10,45.14,0.18,92.33,0
2308,6,598.19,24,62.76,7,32.17,1.01,109,0
2309,1,353.18,21,59.03,0,20.27,1.48,106.49,0
2309,2,408.2,18,57.88,12,66.89,1.94,79.37,0
2309,3,468.2,24,57,14,56.67,1.29,66.25,0
2309,4,442.03,24,56.33,6,42.79,1.99,118.97,0
2309,5,400.46,17,65.38,6,49.84,1.33,114.68,0
2309,6,362.4,15,63.53,8,37.23,0.1,86.49,1
2310,1,568.47,26,59.73,3,38.45,0.5,89.4,0
2310,2,518.13,25,55.29,4,46.58,0.02,92.61,0
2310,3,589.52,24,59.75,4,25.11,0.8,115.21,0
2310,4,475.57,26,63.6,5,59.92,0.11,75.85,0
2310,5,545.75,21,60.73,11,45.21,1.22,69.08,0
2310,6,628.06,23,68.72,8,53.15,1.39,95.82,1
2311,1,356.2,21,39.07,11,23.59,1.86,105.12,0
2311,2,445.62,19,32.73,1,49.11,0.17,62.21,0
2311,3,299.01,13,34.05,4,47.3,1.48,102.81,0
2311,4,405.4,13,40.95,3,47.09,1.42,90.64,0
2311,5,476.34,19,36.28,1,62.61,1.22,101.65,0
2311,6,331.01,14,41.4,6,51.03,1.29,83.35,1
2312,1,396.35,25,76.29,6,47.61,0.02,107.48,0
2312,2,413.92,17,72.76,1,46.2,1.07,99.55,0
2312,3,464.65,19,67.14,11,47.76,1.4,78.39,0
2312,4,427.84,19,75.25,7,62.31,0.77,96.85,0
2312,5,390.85,21,71.36,8,44.41,1.42,111.84,0
2312,6,530.57,17,66.5,5,63.7,1.48,75.43,1
2313,1,625.99,27,57.02,10,43.93,1.54,78.33,0
2313,2,592.85,28,46.22,13,47.48,1.28,140.39,0
2313,3,600.6,21,48.71,4,46.91,0.78,93.82,0
2313,4,554.49,22,48.95,11,58.85,0.19,86.13,0
2313,5,612.49,23,60.14,13,54.1,1.23,113.78,0
2313,6,681.46,25,56.53,9,58.49,0.67,115.72,0
2314,1,620.68,27,39.54,7,65.29,1.2,142.4,0
2314,2,642.45,19,35.07,10,54.95,1.29,101.19,0
2314,3,670.41,27,33.05,12,54.12,0.77,88.15,0
2314,4,653.12,22,34.09,8,41.62,0.71,114.41,0
2314,5,565.62,20,30.22,11,62.02,1.99,86.44,0
2314,6,719.85,27,34.21,5,59.91,0.99,107.31,1
2315,1,509.06,9,68.27,0,56.86,0.19,117.35,0
2315,2,593.85,15,61.76,4,38.88,0.88,119.72,0
2315,3,619.2,14,49.26,3,57.26,1.68,119.79,0
2315,4,590.23,10,51.19,5,46.49,0.74,120.41,0
2315,5,596.47,8,53.16,1,55.49,0.62,107.58,0
2315,6,583.08,11,50.31,9,41.7,1.92,102.31,1
2316,1,466.58,18,45.84,11,49.86,0.12,93.46,0
2316,2,465.76,16,52.56,0,63.41,0.24,145.66,0
2316,3,376.5,13,48.29,1,27.62,0.12,102.41,0
2316,4,426.91,21,46.21,12,42.08,0.74,89.79,0
2316,5,337.35,18,56.45,11,67.05,0.62,72.08,0
2316,6,473.89,18,49.63,7,56.88,0.01,80.73,0
2317,1,465.62,26,38.66,8,56.02,1.76,98.81,0
2317,2,447.52,26,39.33,12,57.58,1.71,110.94,0
2317,3,440.77,19,35.68,11,53.31,0.49,116.27,0
2317,4,438.91,23,38.25,2,52.03,1.7,90,0
2317,5,490.23,21,35.61,14,40.76,0.72,96.06,0
2317,6,493.86,21,36.63,3,44.25,1.12,103.78,1
2318,1,565.86,8,34.7,0,41.68,1.2,98.5,0
2318,2,489.29,12,35.68,10,40.62,1.03,103.24,0
2318,3,530.49,14,37.09,0,47.26,0.12,99.61,0
2318,4,467.18,14,45.97,11,25.38,1.8,103.69,0
2318,5,507.69,17,43.02,0,50.21,0.31,71.65,0
2318,6,608.76,15,35.49,1,30.49,1.89,105.21,0
2319,1,398.03,11,43.85,13,34.97,0.94,90.11,0
2319,2,396.53,17,47.2,11,57.34,0.33,93.5,0
2319,3,469.37,13,43.38,1,40.28,0.92,99.98,0
2319,4,487.42,10,46.57,14,48.25,1.4,104.92,0
2319,5,295.8,10,42.28,0,68.59,0.94,91.28,0
2319,6,473.47,13,43.12,3,59.13,1.21,93.93,0
2320,1,302.05,13,58.07,12,45.79,1.14,88.41,0
2320,2,480.93,18,63.99,14,50.23,0.56,93.61,0
2320,3,451.88,12,53.23,9,47.31,0.37,132.82,0
2320,4,456.84,17,45.48,10,54.2,1.21,73.32,0
2320,5,384.79,12,50.79,3,48.38,1.93,120.24,0
2320,6,448.44,18,50.88,14,50.84,1.33,105.21,0
2321,1,649.88,21,35.71,11,41.01,0.18,82.03,0
2321,2,699.01,24,39.96,7,56.38,0.9,103.02,0
2321,3,667.79,17,38.63,4,43.5,1.42,112.98,0
2321,4,682.35,15,43.89,7,43.75,1.29,103.27,0
2321,5,634.11,16,36.43,1,57.12,0.42,84.88,0
2321,6,641.81,20,39.09,4,37.21,1.56,111.1,0
2322,1,673.98,17,46.38,0,58.02,0.77,70.24,0
2322,2,656.84,15,55.03,6,70.27,1.06,117.63,0
2322,3,778.35,12,38.35,9,40.8,1.83,74.7,0
2322,4,722.96,19,48.95,8,47.08,1.78,86.3,0
2322,5,644.01,18,45.45,13,60.16,0.29,127.74,0
2322,6,636.38,12,46.32,0,65.15,1.27,65.83,1
2323,1,447.66,17,60.64,12,50.46,1.06,102.9,0
2323,2,469.03,11,48.24,0,41.47,1.39,74.81,0
2323,3,453.72,19,47.69,6,58.74,1.88,99.78,0
2323,4,467.19,10,59.66,9,60.91,0.95,83.28,0
2323,5,487.21,14,66.31,11,55.28,1.54,131.16,0
2323,6,477.7,15,49.61,7,65.08,1.8,98.79,1
2324,1,335.94,34,38.55,9,62.55,1.15,74.62,0
2324,2,368.46,30,42.62,2,49.44,1.64,62.63,0
2324,3,455.86,32,48.83,4,70.66,1.32,105.13,0
2324,4,440.93,32,47.44,7,37.71,1.66,107.67,0
2324,5,371.75,31,49,7,51.58,1.88,80.61,0
2324,6,408.03,33,45.1,14,37.2,1.76,91.24,1
2325,1,342.88,31,48.4,6,67.09,0.2,118.5,0
2325,2,297.17,29,46.08,14,47.67,0.07,121.24,0
2325,3,314.44,25,46.68,6,54.71,0.14,134.95,0
2325,4,327.87,28,40.46,2,40.05,1.79,77.96,0
2325,5,319.58,27,54.24,1,41.24,0.21,103.29,0
2325,6,355.72,33,36.45,3,62.29,0.58,108.22,0
2326,1,426.51,16,58.18,13,43.23,0.83,80.22,0
2326,2,459.45,14,51.61,0,55.65,0.92,122.72,0
2326,3,392.11,15,58.22,13,40.1,0.62,132.86,0
2326,4,376.17,18,52.16,7,36,1.5,65.44,0
2326,5,453.43,20,58.3,8,28.19,0.98,105.16,0
2326,6,352.15,17,55.43,12,58.99,1.51,116.76,1
2327,1,432.18,14,39.96,11,68.91,0.6,59.76,0
2327,2,489.75,21,46.99,6,46.64,1.84,83.68,0
2327,3,505.81,13,47.21,7,61.49,0.42,98.13,0
2327,4,504.53,17,54.76,12,51.22,0.28,93.92,0
2327,5,381.54,13,47.79,13,52.15,1.08,73.96,0
2327,6,516.27,18,57.6,7,45.9,0.16,91.94,1
2328,1,630.8,10,56.26,7,47.95,0.47,138.58,0
2328,2,456.19,16,51.33,13,34.36,1.38,92.08,0
2328,3,402.15,12,52.61,5,52.05,1.04,92.39,0
2328,4,542.97,13,52.03,1,76.03,1.4,100.45,0
2328,5,544.12,18,52.07,2,43.37,0.91,78.33,0
2328,6,553.79,13,53.03,9,41.11,1.36,122.45,0
2329,1,571.83,21,43.43,2,43.66,0.86,143.66,0
2329,2,501.48,24,44.07,6,36.78,0.08,116.13,0
2329,3,617.55,29,55.69,0,49.89,1.05,87.9,0
2329,4,558.77,28,45.47,6,69.69,1.6,66.77,0
2329,5,626.69,29,53.46,12,40.01,0.45,61.29,0
2329,6,637.15,28,44.67,6,48.27,1.52,98.18,0
2330,1,445.23,23,73.35,13,33.67,0.79,105.5,0
2330,2,526.75,19,70,4,42.82,0.28,120.78,0
2330,3,598.33,24,72.85,4,39.54,0.81,114.17,0
2330,4,554.94,22,80.35,9,46.34,1.65,89.13,0
2330,5,528.79,23,70.03,13,51.97,0.54,146.34,0
2330,6,520.85,27,75.67,5,35.49,0.56,132,1
2331,1,575.88,15,55.11,7,45.27,0.93,91.07,0
2331,2,510.18,13,40.99,4,55.24,0.6,150.41,0
2331,3,523.99,17,42.38,11,51.92,0.49,104.8,0
2331,4,624.19,11,60.8,5,51.8,1.59,103.34,0
2331,5,636.87,14,55.52,13,57.88,1.81,115.87,0
2331,6,524.3,12,53.66,9,61.63,1.43,136.91,1
2332,1,621.84,21,48.82,9,36.9,1.02,119.62,0
2332,2,536.6,21,28.41,9,68.2,0.53,154.48,0
2332,3,660.32,24,36.81,9,52,0.71,132.54,0
2332,4,606.54,24,44.1,11,51.67,0.09,100.38,0
2332,5,593.53,22,31.56,5,53.13,0.46,98.3,0
2332,6,694.4,23,37.01,13,66.51,1.05,92.84,1
2333,1,399.28,30,50.87,5,41.33,0.65,120.91,0
2333,2,395.89,29,46.97,8,30.2,0.9,85.24,0
2333,3,423.91,28,51.59,3,49.86,0.03,130.41,0
2333,4,403.72,23,54.03,11,41.7,0.44,72,0
2333,5,380.18,30,49.03,2,36.1,0.02,109.82,0
2333,6,459.41,27,47.45,14,48.06,1.49,63.57,1
2334,1,659.4,17,59.97,8,55.4,1.58,101.56,0
2334,2,664.27,13,60.04,5,55.36,1.73,110.86,0
2334,3,671.17,10,51.84,11,41.62,0.35,120.26,0
2334,4,669.2,17,53.83,13,63.99,0.83,115.37,0
2334,5,716.34,15,55.3,8,81.25,1.11,109.79,0
2334,6,704.66,12,52.98,3,65.16,1.97,126.21,1
2335,1,518.4,18,41.92,8,40.52,1.59,112.04,0
2335,2,649.56,14,30.69,7,45.96,0.01,103.51,0
2335,3,712.08,13,35.06,7,44.67,1.42,120.73,0
2335,4,640.67,15,41.63,14,39.28,1.76,92.56,0
2335,5,673.07,21,35.49,2,46.64,0.3,140.73,0
2335,6,704.06,18,34.52,13,42.51,1.44,148.4,1
2336,1,481.17,26,48.6,4,50.32,1.87,102.14,0
2336,2,496.97,19,53.83,7,47.56,0.62,104.21,0
2336,3,666.33,24,45.55,1,58.35,1.78,115.55,0
2336,4,604.19,18,46.18,5,42.79,1.62,115.78,0
2336,5,595.17,21,49.61,10,50.34,1.74,43.57,0
2336,6,515.47,27,40.94,11,62.74,0.89,83.32,1
2337,1,512.16,11,59.15,14,55.86,0.77,91.48,0
2337,2,485.28,18,64.67,3,45.72,0.81,121.02,0
2337,3,454.52,19,51.57,3,45.55,0.44,97.92,0
2337,4,550.09,19,67.81,10,53.98,0.74,112.64,0
2337,5,462.65,20,64.64,1,55.26,1.09,103.01,0
2337,6,433.48,17,69.2,13,46.65,1.36,122.6,0
2338,1,482.31,19,54.11,12,63.29,0.49,81.3,0
2338,2,604.06,26,38.22,2,52.52,0.91,82.9,0
2338,3,614.97,19,46.86,0,57.69,0.71,93.68,0
2338,4,609.22,23,50.12,13,44.35,0.27,118.17,0
2338,5,631.02,25,50.37,1,55.91,0.55,118.68,0
2338,6,591.94,23,45.07,0,67.88,0.18,78.27,0
2339,1,533.61,22,38.77,6,63.59,0.83,119.22,0
2339,2,457,26,39.44,5,41.53,0.26,115,0
2339,3,494.37,19,51.42,4,56.64,1.16,99.82,0
2339,4,550.73,25,34.75,1,51.32,1.16,91.39,0
2339,5,368.63,18,36.02,6,65.93,0.46,115.82,0
2339,6,428.74,24,33.09,4,50.7,0.38,83.45,0
2340,1,362.45,28,52.07,14,55.6,1.27,103.21,0
2340,2,367.65,29,51.81,6,50.09,1.6,100.42,0
2340,3,326.55,35,47.25,13,54.59,1.29,109.52,0
2340,4,322.31,28,56.05,5,64.62,0.74,130.76,0
2340,5,382.28,37,50.17,7,68.37,1.23,85.82,0
2340,6,256.25,28,51.76,8,48.22,0.22,125.6,1
2341,1,559.3,29,60.35,12,58.44,1.08,102.34,0
2341,2,575.57,23,58.84,2,43.56,1.04,105.11,0
2341,3,512.53,31,51.79,0,60.9,1.67,82.01,0
2341,4,509.49,26,52.58,0,50.16,1.1,96.9,0
2341,5,555.56,31,60.51,4,61.44,0.22,92.3,0
2341,6,575.23,30,52.5,7,51.47,1.48,125.23,0
2342,1,358.03,30,63.57,2,39.48,0.44,91.01,0
2342,2,366.57,26,66.03,2,43.62,0.64,143.01,0
2342,3,302.27,29,68.76,5,53,1.98,87.99,0
2342,4,435.52,28,64.97,3,62.34,0.74,126.39,0
2342,5,328.24,28,71.19,10,54.94,1.97,87.55,0
2342,6,346.34,28,71.4,8,43.46,0.69,96.96,1
2343,1,541.34,20,54.19,9,49.54,0.86,113.1,0
2343,2,557.16,13,44,5,69.57,1.04,123.07,0
2343,3,588.31,16,51.12,7,47.29,0.04,112.32,0
2343,4,562.56,12,50.09,8,39.1,1.85,103.23,0
2343,5,564.36,16,46.47,14,28.35,0.41,96.56,0
2343,6,532.25,11,42.8,10,53.66,0.46,95.84,1
2344,1,556.98,13,50.35,14,32.49,0.69,91.55,0
2344,2,518.67,15,47.39,6,64.1,1.85,118.92,0
2344,3,581.09,16,49.07,14,33.88,1.2,92.45,0
2344,4,593.82,15,50.04,13,43.57,1.93,95.61,0
2344,5,536.48,18,48.23,9,52.98,0.97,133.16,0
2344,6,628.63,13,57.81,10,48.83,1.57,98.82,1
2345,1,392.28,23,58.43,10,47.05,1.08,71.71,0
2345,2,416.82,19,52.49,4,54.48,0.85,93.44,0
2345,3,440.56,21,49.64,3,48.06,1.85,107.71,0
2345,4,547.24,22,51.39,1,44.43,0.78,115.69,0
2345,5,394.74,20,53.07,6,68.33,1.18,95.87,0
2345,6,476.35,19,49.38,1,55.79,0.55,90.16,0
2346,1,381.6,20,52.34,12,61.35,1.71,59.46,0
2346,2,358.76,23,43.49,12,45.06,0.16,108.55,0
2346,3,299.27,20,45.65,3,55.91,1.4,106.92,0
2346,4,450.7,27,56.27,10,31.03,1.29,113.44,0
2346,5,423.12,20,49.67,5,37,0.32,88.67,0
2346,6,361.42,28,48.28,10,40.82,1.57,125.66,1
2347,1,693.04,13,61.1,7,67.22,1.16,104.79,0
2347,2,650.57,12,57.8,13,43.55,0.84,110.97,0
2347,3,663.61,10,55.88,8,29.62,1.71,110.61,0
2347,4,614.09,15,55.19,12,67.15,0.28,77.44,0
2347,5,727.18,15,50.56,5,49.29,1.49,135.23,0
2347,6,611.91,17,56.94,9,39.19,0.79,121.74,1
2348,1,578.61,17,41.33,0,49.47,1.48,109.18,0
2348,2,629.54,18,45.7,5,37.9,0.11,89.06,0
2348,3,562.95,24,34.98,14,52.22,0.67,114.02,0
2348,4,594.33,21,37.47,14,42.59,0.86,122.8,0
2348,5,554.02,19,46.93,2,71.19,0.33,145.91,0
2348,6,635.1,20,50.46,1,53.18,0.68,87.96,0
2349,1,394.81,14,58.33,11,44.89,1.24,87.84,0
2349,2,439.8,17,56.66,14,35.01,1,125.54,0
2349,3,319.95,19,53.48,9,69.99,0.75,117.73,0
2349,4,462.01,10,58.82,2,50.61,0.59,103.68,0
2349,5,392.87,14,61.8,14,41.45,0.61,84.68,0
2349,6,481.15,14,54.01,6,44.66,1.67,72.92,0
2350,1,482.02,16,36.88,8,65.5,0.48,110.66,0
2350,2,499,14,59.8,3,65.39,0.07,96.04,0
2350,3,472.73,15,47.48,8,50.32,0.53,102.69,0
2350,4,548.97,11,54.57,5,42.52,1.11,48.01,0
2350,5,495.93,11,56.54,2,60.22,0.95,98.86,0
2350,6,409.12,10,56.22,4,56.82,1.15,109.76,1
2351,1,527.86,23,32.62,1,43.03,0.24,90.95,0
2351,2,509.03,21,30.7,11,59.61,0.3,90.5,0
2351,3,523.74,22,39.2,3,63.32,1.09,65.14,0
2351,4,383.52,16,37.88,2,54.74,0.2,98.32,0
2351,5,529.94,17,30.69,4,43.75,0.89,90.94,0
2351,6,496.79,14,31.93,13,39.21,0.61,101.19,0
2352,1,339.67,15,42.66,5,56.97,1.38,96.92,0
2352,2,332.51,8,45.15,0,54.79,1.37,115.71,0
2352,3,312.12,13,41.82,3,35.57,0.57,120.85,0
2352,4,342.86,13,43.56,13,45.58,0.13,82.12,0
2352,5,333.49,13,42.17,12,50.76,1.82,94.29,0
2352,6,438.22,13,47.57,10,47.46,0.87,88.44,1
2353,1,678.48,23,53.03,7,55.1,1.41,94.81,0
2353,2,620.93,15,50.23,4,40.18,1.27,99.05,0
2353,3,695.47,21,53.34,9,47.11,1.64,135.4,0
2353,4,746.05,21,59.68,8,59.23,1.1,115.47,0
2353,5,567.58,23,52.06,3,57.16,0.62,80.3,0
2353,6,683.79,22,65.85,4,40.93,1.66,102.19,1
2354,1,504.92,18,20.46,5,47.07,1.32,96.28,0
2354,2,586.1,21,26.42,6,38.63,0.6,117.73,0
2354,3,574.47,13,27.66,14,49.17,1.21,83.93,0
2354,4,534.34,15,22.65,1,36.68,2,98.01,0
2354,5,640.4,13,33.19,13,46.15,0.96,74.45,0
2354,6,518.58,22,27.63,12,61.93,0.51,104.61,0
2355,1,454.52,16,43.97,6,36.17,1.18,53.27,0
2355,2,439.2,15,40.93,11,55.03,0.66,106.87,0
2355,3,455.62,16,38.43,3,56.58,0.15,81.13,0
2355,4,507.91,17,33.06,13,32.06,1.92,128.42,0
2355,5,569.03,19,26.18,8,35.3,0.83,91.24,0
2355,6,460.63,17,37.58,7,50.86,0.23,96.99,0
2356,1,574.46,19,55.42,11,38.16,0.13,108.48,0
2356,2,666.96,21,54.41,0,60.19,0.11,109.73,0
2356,3,673.07,20,50.84,13,54.13,1.22,93.86,0
2356,4,623.41,13,48.24,7,54.44,1.47,80.81,0
2356,5,585.6,17,57.44,1,53.36,1.72,118.18,0
2356,6,574.04,21,44.07,3,67.86,0.73,105.84,0
2357,1,663.7,14,40.32,11,55.7,0.87,105.44,0
2357,2,543.73,18,40.99,7,57.94,1.33,83.53,0
2357,3,648.36,21,43.04,7,44.46,0.89,66.26,0
2357,4,583.32,22,47.46,8,53.25,1.64,86,0
2357,5,609.68,17,41.99,3,31.74,1.07,99.68,0
2357,6,646.73,15,46.4,9,48.8,1.23,104.68,0
2358,1,540.66,19,58.68,2,49.52,1.43,124.46,0
2358,2,396.77,17,64.49,0,52.5,1.39,76.45,0
2358,3,414.56,21,67.2,2,41.9,0.18,100.29,0
2358,4,449.01,21,69.83,8,59.32,0.98,98.44,0
2358,5,451.55,22,61.37,6,35.2,0.12,100.17,0
2358,6,411.69,22,58.68,2,50.38,1.74,81.46,1
2359,1,573.38,24,34.29,2,54.02,0.71,124.08,0
2359,2,668.58,21,40.06,5,45.63,0.34,103.62,0
2359,3,730.31,21,39.23,10,40.18,0.27,105.74,0
2359,4,648.86,22,34.48,10,54.8,1.03,99.82,0
2359,5,582.33,20,33.42,4,42.55,1.22,139.24,0
2359,6,658.58,15,43.99,2,67.33,0.99,91.72,1
2360,1,411.97,18,44.39,3,36.92,0.98,62.16,0
2360,2,520.58,19,54.26,9,36.48,0.12,94.37,0
2360,3,558.34,24,53.22,7,53.12,0.39,78.02,0
2360,4,478.1,25,54.77,11,33.32,0.94,84.92,0
2360,5,532.58,24,42.94,0,51,0.47,88.91,0
2360,6,425.36,17,52.06,4,53.98,0.41,105.23,0
2361,1,386.07,20,62.3,2,62.27,1.14,96.56,0
2361,2,493.02,17,70.95,1,58.02,1.69,102.73,0
2361,3,478.93,12,61.63,3,64.12,0.3,86.33,0
2361,4,321.68,13,61.67,0,48.1,1.2,139.35,0
2361,5,324.95,16,70.65,3,47.7,1.4,70.82,0
2361,6,379.61,15,59.25,13,46.41,1.02,106.83,0
2362,1,496.89,26,39.17,6,63.23,1.85,137.47,0
2362,2,547.62,24,39.39,12,44.48,1.02,135.27,0
2362,3,603.26,21,32.32,14,61.46,1.77,114.73,0
2362,4,378.56,26,35.12,11,71.83,1.05,94.72,0
2362,5,545.82,24,36.21,2,49.25,1.6,102.34,0
2362,6,591.02,28,40.55,9,57.27,0.13,76.71,1
2363,1,571.85,20,56.25,8,58.3,1.03,110.02,0
2363,2,486.34,16,61.38,8,46.72,0.49,99.59,0
2363,3,359.22,17,54.03,9,51.43,0.59,79.23,0
2363,4,437.34,22,56.11,10,48.6,0.97,81.48,0
2363,5,357.98,19,54.25,4,47.42,0.07,119.34,0
2363,6,396.79,20,49.7,1,57.25,0.1,93.37,0
2364,1,626.37,15,59.59,2,60.57,0.94,117.4,0
2364,2,662.62,20,64.47,1,52.77,1.91,117.45,0
2364,3,653.19,24,65.87,5,49.41,0.67,101.6,0
2364,4,629.58,18,73.16,11,44.23,0.07,96.35,0
2364,5,616.83,24,53.49,6,42.31,0.75,158.33,0
2364,6,645.91,23,58.1,6,59.22,0.32,103.17,0
2365,1,446.76,15,62.59,14,57.45,1.01,111.9,0
2365,2,599.63,14,65.29,6,51.72,1.17,87.6,0
2365,3,501,20,76.53,11,55.8,1.99,63.59,0
2365,4,565.72,16,71.35,3,51.51,0.36,106.17,0
2365,5,567.68,16,60.19,4,45.41,1.76,127.47,0
2365,6,539.38,17,65.49,1,67.62,1.71,89.1,1
2366,1,476.5,27,63.27,5,46.68,0.84,76.34,0
2366,2,444.7,25,61.13,1,45.28,1.56,142.19,0
2366,3,515.37,23,50.68,2,37.48,1.63,121.71,0
2366,4,395,27,64.74,8,61.46,0.75,102.19,0
2366,5,386.64,18,60.62,7,44.06,0.53,69.74,0
2366,6,500.64,20,69.04,1,39.62,1.55,88.05,1
2367,1,417.25,25,41.65,6,51.74,0.38,136.61,0
2367,2,316.46,27,33.34,1,68.35,0.04,128.81,0
2367,3,382.18,19,40.82,0,43.97,0.84,73.94,0
2367,4,314.38,25,51.16,0,44.17,1.94,76.71,0
2367,5,371.11,27,51.28,8,43.16,0.02,100.08,0
2367,6,261.3,19,38.76,3,62.38,0.8,94.28,1
2368,1,419.3,15,33.33,4,52.35,1.56,135.19,0
2368,2,508.13,17,27.56,13,39.14,1.1,88.95,0
2368,3,459.53,10,19.51,1,41.23,0.7,89.69,0
2368,4,460.98,11,25.76,0,54.45,0.55,106.31,0
2368,5,489.55,13,33.14,7,66.26,0.07,138.94,0
2368,6,422.63,11,25.99,10,47.8,1.89,110.08,0
2369,1,304.61,28,54.05,3,57.94,0.47,112.88,0
2369,2,353.94,26,54,2,60.39,0.02,111.36,0
2369,3,325.04,28,56.35,2,64.55,0.66,68.16,0
2369,4,360.88,26,51.36,9,64.87,1.12,82.39,0
2369,5,431.59,20,53.11,3,47.29,0.49,99.25,0
2369,6,362.94,22,55.33,5,62.88,0.64,145.17,1
2370,1,373.34,18,47.47,7,52,1.77,120.74,0
2370,2,350.43,14,51.28,7,44.93,1.34,54.42,0
2370,3,349.81,16,34.72,6,41.57,1.23,115.21,0
2370,4,454.92,14,40.12,5,42.6,0.09,136.6,0
2370,5,434.69,10,45.78,6,50.16,1.68,55.63,0
2370,6,446.08,16,37.17,3,44.09,1.44,63.9,1
2371,1,524.79,20,44.23,0,58.31,1.12,93.58,0
2371,2,540.34,22,57.37,14,33.04,0.88,109.09,0
2371,3,525.42,19,42.24,0,43.12,1.29,89.84,0
2371,4,511.71,22,45.08,1,63.57,0.06,113.04,0
2371,5,574.23,18,40.32,0,54.36,1.93,77.78,0
